Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Thursday,2:15 PM,3:15 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:15 PM,5:00 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:00 PM,5:35 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Thursday,5:35 PM,6:55 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,6:55 PM,7:50 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Thursday,7:50 PM,8:50 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:50 PM,9:00 PM,AC 1,Travel Assist,TA,duty,A specific duty or task: Travel Assist.
Thursday,9:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,10:15 PM,10:30 PM,AC 1,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,7:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:30 AM,12:30 PM,AC 1,Site Office,SO,duty,A specific duty or task: Site Office.
Friday,12:30 PM,3:30 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Friday,3:30 PM,5:45 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,5:45 PM,8:00 PM,AC 1,Dance Coordinator,DC,duty,A specific duty or task: Dance Coordinator.
Friday,8:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,10:15 PM,10:30 PM,AC 1,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,AC 1,Night Watch Support,NW,duty,A specific duty or task: Night Watch Support.
Saturday,6:30 AM,7:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,6:45 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,6:45 PM,7:00 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,AC 2,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:00 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:00 AM,8:25 AM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,8:25 AM,8:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,AC 2,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,10:50 AM,AC 2,Check-In Set Up,CS,duty,A specific duty or task: Check-In Set Up.
Monday,10:50 AM,12:00 PM,AC 2,Check-in #1,C1,duty,A specific duty or task: Check-in #1.
Monday,12:00 PM,1:00 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Monday,1:00 PM,4:30 PM,AC 2,Site-office,SO,duty,A specific duty or task: Site-office.
Monday,4:30 PM,6:00 PM,AC 2,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Monday,6:00 PM,6:15 PM,AC 2,Seating Support,SS,duty,A specific duty or task: Seating Support.
Monday,6:15 PM,8:00 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Monday,8:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,10:15 PM,10:30 PM,AC 2,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,8:30 AM,AC 2,Time-off,OF,break,Break time: Time-off.
Tuesday,8:30 AM,9:00 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 AM,9:30 AM,AC 2,Time-off,OF,break,Break time: Time-off.
Tuesday,9:30 AM,9:45 AM,AC 2,Seating Support,SS,duty,A specific duty or task: Seating Support.
Tuesday,9:45 AM,10:15 AM,AC 2,Time-off,OF,break,Break time: Time-off.
Tuesday,10:15 AM,10:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:30 AM,11:30 AM,AC 2,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,11:30 AM,12:15 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,12:15 PM,1:30 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,1:30 PM,2:45 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Tuesday,2:45 PM,3:30 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,3:30 PM,5:00 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,5:00 PM,6:15 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:15 PM,9:00 PM,AC 2,Dance Coordinator,DC,duty,A specific duty or task: Dance Coordinator.
Tuesday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,10:15 PM,10:30 PM,AC 2,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,7:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:30 AM,10:30 AM,AC 2,Site-office,SO,duty,A specific duty or task: Site-office.
Wednesday,10:30 AM,11:30 AM,AC 2,Site-office / CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:30 PM,AC 2,Site-office,SO,duty,A specific duty or task: Site-office.
Wednesday,12:30 PM,1:30 PM,AC 2,Music Program Coordinator,MP,duty,A specific duty or task: Music Program Coordinator.
Wednesday,1:30 PM,2:45 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Wednesday,2:45 PM,3:30 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,3:30 PM,5:00 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,5:00 PM,6:30 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Wednesday,6:30 PM,8:00 PM,AC 2,Games Night Support,GN,duty,A specific duty or task: Games Night Support.
Wednesday,8:00 PM,9:00 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Wednesday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:15 PM,10:30 PM,AC 2,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,7:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 AM,12:30 PM,AC 2,Site-Office,SO,duty,A specific duty or task: Site-Office.
Thursday,12:30 PM,1:30 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,1:30 PM,3:15 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Thursday,3:15 PM,5:00 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:00 PM,5:35 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Thursday,5:35 PM,6:55 PM,AC 2,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,6:55 PM,7:50 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Thursday,7:50 PM,8:50 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:50 PM,9:00 PM,AC 2,Travel Assist,TA,duty,A specific duty or task: Travel Assist.
Thursday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,10:15 PM,10:30 PM,AC 2,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:00 AM,AC 2,Exercise Coordinator,EC,duty,A specific duty or task: Exercise Coordinator.
Friday,7:00 AM,7:10 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,8:30 AM,AC 2,Time-off,OF,break,Break time: Time-off.
Friday,8:30 AM,9:00 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:00 AM,9:30 AM,AC 2,Time-off,OF,break,Break time: Time-off.
Friday,9:30 AM,9:45 AM,AC 2,Seating Support,SS,duty,A specific duty or task: Seating Support.
Friday,9:45 AM,12:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,12:30 PM,2:45 PM,AC 2,Showcase Support,SS,duty,A specific duty or task: Showcase Support.
Friday,2:45 PM,3:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,3:30 PM,4:30 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Friday,4:30 PM,5:45 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,5:45 PM,8:00 PM,AC 2,Dance DJ,DD,duty,A specific duty or task: Dance DJ.
Friday,8:00 PM,9:00 PM,AC 2,Time-off,OF,break,Break time: Time-off.
Friday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,10:15 PM,10:30 PM,AC 2,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,AC 2,Night Watch Support,NW,duty,A specific duty or task: Night Watch Support.
Saturday,6:30 AM,7:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,6:45 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,6:45 PM,7:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,AC 3,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:00 AM,8:25 AM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,8:25 AM,8:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,AC 3,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,10:50 AM,AC 3,Counselor Dance,CD,duty,A specific duty or task: Counselor Dance.
Monday,10:50 AM,12:00 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Monday,12:00 PM,1:00 PM,AC 3,Bus Arrival,BA,duty,A specific duty or task: Bus Arrival.
Monday,1:00 PM,3:30 PM,AC 3,Orientation Prep,OP,duty,A specific duty or task: Orientation Prep.
Monday,3:30 PM,4:30 PM,AC 3,Devotional Coordinator,DV,duty,A specific duty or task: Devotional Coordinator.
Monday,4:30 PM,6:00 PM,AC 3,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Monday,6:00 PM,6:15 PM,AC 3,Seating Support,SS,duty,A specific duty or task: Seating Support.
Monday,6:15 PM,8:00 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Monday,8:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,10:15 PM,10:30 PM,AC 3,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,7:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:30 AM,10:30 AM,AC 3,Site-Office,SO,duty,A specific duty or task: Site-Office.
Tuesday,10:30 AM,11:30 AM,AC 3,Site-Office / CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,11:30 AM,12:30 PM,AC 3,Site-Office,SO,duty,A specific duty or task: Site-Office.
Tuesday,12:30 PM,1:30 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,1:30 PM,2:45 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Tuesday,2:45 PM,3:30 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,3:30 PM,5:00 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,5:00 PM,6:00 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Tuesday,6:00 PM,8:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,8:00 PM,9:00 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Tuesday,9:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,10:15 PM,10:30 PM,AC 3,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:00 AM,AC 3,Exercise Coordinator,EC,duty,A specific duty or task: Exercise Coordinator.
Wednesday,7:00 AM,7:10 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,8:30 AM,AC 3,Time-off,OF,break,Break time: Time-off.
Wednesday,8:30 AM,9:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,9:30 AM,AC 3,Time-off,OF,break,Break time: Time-off.
Wednesday,9:30 AM,9:45 AM,AC 3,Seating Support,SS,duty,A specific duty or task: Seating Support.
Wednesday,9:45 AM,10:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,11:30 AM,AC 3,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:15 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Wednesday,12:15 PM,12:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,AC 3,Music Program Coordinator,MP,duty,A specific duty or task: Music Program Coordinator.
Wednesday,1:30 PM,2:45 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Wednesday,2:45 PM,3:30 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,3:30 PM,5:00 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,5:00 PM,6:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:30 PM,7:15 PM,AC 3,Games Night Support,GN,duty,A specific duty or task: Games Night Support.
Wednesday,7:15 PM,9:00 PM,AC 3,Pizza Night Coordinator,PN,duty,A specific duty or task: Pizza Night Coordinator.
Wednesday,9:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:15 PM,10:30 PM,AC 3,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,8:30 AM,AC 3,Breakfast Support,BS,duty,A specific duty or task: Breakfast Support.
Thursday,8:30 AM,9:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 AM,12:30 PM,AC 3,YM//YW Activity Support,YA,duty,A specific duty or task: YM//YW Activity Support.
Thursday,12:30 PM,1:30 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,1:30 PM,2:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,2:00 PM,2:15 PM,AC 3,Seating Support,SS,duty,A specific duty or task: Seating Support.
Thursday,2:15 PM,3:15 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:15 PM,5:00 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:00 PM,5:35 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Thursday,5:35 PM,6:55 PM,AC 3,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,6:55 PM,8:50 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Thursday,8:50 PM,9:00 PM,AC 3,Travel Assist,TA,duty,A specific duty or task: Travel Assist.
Thursday,9:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,10:15 PM,10:30 PM,AC 3,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,8:30 AM,AC 3,Breakfast Support,BS,duty,A specific duty or task: Breakfast Support.
Friday,8:30 AM,9:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:00 AM,9:30 AM,AC 3,Time-off,OF,break,Break time: Time-off.
Friday,9:30 AM,9:45 AM,AC 3,Seating Support,SS,duty,A specific duty or task: Seating Support.
Friday,9:45 AM,12:30 PM,AC 3,Time-off,OF,break,Break time: Time-off.
Friday,12:30 PM,5:30 PM,AC 3,Site Office,SO,duty,A specific duty or task: Site Office.
Friday,5:30 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,10:15 PM,10:30 PM,AC 3,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,AC 3,Night Watch Support,NW,duty,A specific duty or task: Night Watch Support.
Saturday,6:30 AM,7:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,6:45 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,6:45 PM,7:00 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,AC 4,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:00 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:00 AM,8:25 AM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,8:25 AM,8:30 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,AC 4,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,10:50 AM,AC 4,Music Performance Coordinator (Singers),MP,duty,A specific duty or task: Music Performance Coordinator (Singers).
Monday,10:50 AM,12:00 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Monday,12:00 PM,1:00 PM,AC 4,Check-in #2,C2,duty,A specific duty or task: Check-in #2.
Monday,1:00 PM,1:30 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Monday,1:30 PM,3:15 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:15 PM,3:30 PM,AC 4,Seating Support,SS,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,4:15 PM,AC 4,Orientation,OR,duty,A specific duty or task: Orientation.
Monday,4:15 PM,6:00 PM,AC 4,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Monday,6:00 PM,6:15 PM,AC 4,Seating Support,SS,duty,A specific duty or task: Seating Support.
Monday,6:15 PM,8:00 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Monday,8:00 PM,9:30 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:30 PM,10:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,10:15 PM,10:30 PM,AC 4,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:00 AM,AC 4,Exercise Coordinator,EC,duty,A specific duty or task: Exercise Coordinator.
Tuesday,7:00 AM,7:10 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,AC 4,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,8:30 AM,AC 4,Time-off,OF,break,Break time: Time-off.
Tuesday,8:30 AM,9:00 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 AM,9:30 AM,AC 4,Time-off,OF,break,Break time: Time-off.
Tuesday,9:30 AM,10:30 AM,AC 4,Music Performance Coordinator (Singers),MP,duty,A specific duty or task: Music Performance Coordinator (Singers).
Tuesday,10:30 AM,11:30 AM,AC 4,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,11:30 AM,2:45 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Tuesday,2:45 PM,3:30 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,3:30 PM,6:00 PM,AC 4,Flex Time Coordinator,FT,duty,A specific duty or task: Flex Time Coordinator.
Tuesday,6:00 PM,10:15 PM,AC 4,Site-Office,SO,duty,A specific duty or task: Site-Office.
Tuesday,10:15 PM,10:30 PM,AC 4,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,AC 4,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,8:30 AM,AC 4,Breakfast Support,BS,duty,A specific duty or task: Breakfast Support.
Wednesday,8:30 AM,9:15 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:15 AM,10:30 AM,AC 4,Music Performance Coordinator (Singers),MP,duty,A specific duty or task: Music Performance Coordinator (Singers).
Wednesday,10:30 AM,11:30 AM,AC 4,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:15 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:15 PM,2:45 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Wednesday,2:45 PM,3:30 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,3:30 PM,6:00 PM,AC 4,Flex Time Coordinator,FT,duty,A specific duty or task: Flex Time Coordinator.
Wednesday,6:00 PM,8:15 PM,AC 4,Games Night Coordinator,GN,duty,A specific duty or task: Games Night Coordinator.
Wednesday,8:15 PM,9:00 PM,AC 4,Time-off,OF,break,Break time: Time-off.
Wednesday,9:00 PM,9:30 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:30 PM,10:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:15 PM,10:30 PM,AC 4,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,AC 4,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,8:30 AM,AC 4,Breakfast Support,BS,duty,A specific duty or task: Breakfast Support.
