,CN A,CN B,CN C,CN D,CN E,CN F,CN G,CN H,AC 1,AC 2,AC 3,AC 4,AC 5,AC 6,AC 7,AC 8
Sunday,,,,,,,,,,,,,,,,
6:00,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:05,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:10,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:15,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:20,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:25,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:30,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:35,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:40,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
6:45,,,,,,,,,,,,,,,,
6:50,,,,,,,,,,,,,,,,
6:55,,,,,,,,,,,,,,,,
7:00,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:05,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:10,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:15,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:20,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:25,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:30,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:35,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:40,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:45,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
7:50,,,,,,,,,,,,,,,,
7:55,,,,,,,,,,,,,,,,
8:00,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:05,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:10,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:15,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:20,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:25,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:30,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:35,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:40,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:45,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:50,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
8:55,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:00,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:05,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:10,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
Monday,,,,,,,,,,,,,,,,
7:30,,,,,,,,,,,,,,,,
7:35,,,,,,,,,,,,,,,,
7:40,,,,,,,,,,,,,,,,
7:45,,,,,,,,,,,,,,,,
7:50,,,,,,,,,,,,,,,,
7:55,,,,,,,,,,,,,,,,
8:00,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:05,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:10,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:15,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:20,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:25,,,,,,,,,,,,,,,,
8:30,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:35,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:40,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:45,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:50,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
8:55,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
9:00,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
9:05,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
9:10,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting
9:15,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:20,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:25,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:30,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:35,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:40,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:45,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:50,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
9:55,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews,Interviews
10:00,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:05,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:10,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:15,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:20,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:25,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:30,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:35,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:40,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:45,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-In Set Up,Counselor Dance,Music Performance Coordinator (Singers),Check-In Coordinator,Check-In Set Up,Check-In Set Up,Check-In Set Up
10:50,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
10:55,,,,,Check-In Set Up,Check-In Set Up,,,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:00,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:05,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:10,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:15,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:20,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:25,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:30,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:35,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:40,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:45,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:50,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
11:55,Check-in #1,Check-in #1,Time-off,Time-off,Time-off,Time-off,Check-in #1,Time-off,Bus Arrival,Check-in #1,Time-off,Time-off,Check-In Coordinator,Check-in #1,Time-off,Time-off
12:00,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:05,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:10,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:15,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:20,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:25,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:30,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:35,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:40,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:45,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:50,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
12:55,Time-off,Time-off,Check-in #2,Check-in #2,Time-off,Time-off,Time-off,Check-in #2,Time-off,Time-off,Bus Arrival,Check-in #2,Check-In Coordinator,Time-off,Check-in #2,Check-in #2
1:00,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:05,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:10,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:15,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:20,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:25,,,,,,,,,Site-office,Site-office,Orientation Prep,Time-off,Check-In Coordinator,Time-off,Time-off,Time-off
1:30,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
1:35,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
1:40,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
1:45,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
1:50,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
1:55,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:00,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:05,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:10,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:15,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:20,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:25,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:30,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:35,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:40,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:45,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:50,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
2:55,,,,,,,,,Site-office,Site-office,Orientation Prep,,Time-off,Time-off,Time-off,
3:00,,,,,,,,,Site-office,Site-office,Orientation Prep,,,,,
3:05,,,,,,,,,Site-office,Site-office,Orientation Prep,,,,,
3:10,,,,,,,,,Site-office,Site-office,Orientation Prep,,,,,
3:15,,,,,,,,,Site-office,Site-office,Orientation Prep,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support
3:20,,,,,,,,,Site-office,Site-office,Orientation Prep,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support
3:25,,,,,,,,,Site-office,Site-office,Orientation Prep,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support
3:30,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
3:35,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
3:40,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
3:45,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
3:50,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
3:55,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
4:00,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
4:05,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
4:10,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Orientation,Orientation,Orientation / Hallway Supervision,Orientation,Orientation
4:15,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Dinner Support,Dinner Support,Orientation / Hallway Supervision,Orientation,Dinner Coordinator
4:20,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Dinner Support,Dinner Support,Orientation / Hallway Supervision,Orientation,Dinner Coordinator
4:25,,,,,,,,,Site-office,Site-office,Devotional Coordinator,Dinner Support,Dinner Support,Orientation / Hallway Supervision,Orientation,Dinner Coordinator
4:30,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
4:35,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
4:40,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
4:45,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
4:50,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
4:55,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:00,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:05,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:10,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:15,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:20,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:25,,Time-off,,Time-off,,Time-off,,Time-off,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:30,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:35,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:40,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:45,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:50,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
5:55,,,,,,,,,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Dinner Support,Site-office,Dinner Coordinator
6:00,Time-off,,Time-off,,Time-off,,Time-off,,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Site-office,Seating Support
6:05,Time-off,,Time-off,,Time-off,,Time-off,,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Site-office,Seating Support
6:10,Time-off,,Time-off,,Time-off,,Time-off,,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Seating Support,Site-office,Seating Support
6:15,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:20,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:25,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:30,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:35,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:40,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:45,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:50,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
6:55,Time-off,,Time-off,,Time-off,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Hallway Supervision,Site-office,
7:00,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:05,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:10,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:15,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:20,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:25,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:30,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:35,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:40,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:45,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:50,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
7:55,,,,,,,,,Time-off,Time-off,Time-off,Time-off,Time-off,,Site-office,Time-off
8:00,,,,,,,,,,,,,,,Site-office,
8:05,,,,,,,,,,,,,,,Site-office,
8:10,,,,,,,,,,,,,,,Site-office,
8:15,,,,,,,,,,,,,,,Site-office,
8:20,,,,,,,,,,,,,,,Site-office,
8:25,,,,,,,,,,,,,,,Site-office,
8:30,,,,,,,,,,,,,,,Site-office,
8:35,,,,,,,,,,,,,,,Site-office,
8:40,,,,,,,,,,,,,,,Site-office,
8:45,,,,,,,,,,,,,,,Site-office,
8:50,,,,,,,,,,,,,,,Site-office,
8:55,,,,,,,,,,,,,,,Site-office,
9:00,,,,,,,,,,,,,,,Site-office,
9:05,,,,,,,,,,,,,,,Site-office,
9:10,,,,,,,,,,,,,,,Site-office,
9:15,,,,,,,,,,,,,,,Site-office,
9:20,,,,,,,,,,,,,,,Site-office,
9:25,,,,,,,,,,,,,,,Site-office,
9:30,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
